id,label,label_id,text,raw_text,n_words,n_chars
36,No,0,Save an Extra $30 on 3 Night Stays,Save an Extra $30 on 3 Night Stays,8,34
37,No,0,Search Jobs Now $LINK,Search Jobs Now $LINK,4,21
41,No,0,Start saving your money now and start clipping coupons!,Start saving your money now and start clipping coupons!,9,55
42,No,0,Stay 3+ Nights & Save $30,Stay 3+ Nights & Save $30,6,25
43,No,0,"Stay in the loop, here is a snapshot of what's going on in your Pink Pad groups this week.","Stay in the loop, here is a snapshot of what's going on in your Pink Pad groups this week.",19,90
44,No,0,Take a few minutes out of your weekend to switch accounts.,Take a few minutes out of your weekend to switch accounts.,11,58
45,No,0,That is why I am calling on all you prayer warriors I need you to be in prayer with me this week.,That is why I am calling on all you prayer warriors I need you to be in prayer with me this week.,22,97
46,No,0,"To ensure delivery to your inbox, please add $EMAIL","To ensure delivery to your inbox, please add Help@e.Nelnet.net",9,51
47,No,0,"To ensure delivery to your inbox, please add $EMAIL to your address book and safe-sender list.","To ensure delivery to your inbox, please add notifications@socialreader-email.com to your address book and safe-sender list.",16,94
48,No,0,"To ensure delivery, please add $EMAIL to your address book.","To ensure delivery, please add bookit@bookitmail.com to your address book.",10,59
49,No,0,"To ensure future delivery of email, please add $EMAIL to your address book, contacts or safe sender list.","To ensure future delivery of email, please add email@mail.adobesystems.com to your address book, contacts or safe sender list.",18,105
50,No,0,"To ensure future delivery of emails, please add mailto: $EMAIL","To ensure future delivery of emails, please add mailto: specials@papajohns-specials.com",10,62
51,No,0,"To ensure our emails are delivered to your inbox, please add us to your Contacts list.","To ensure our emails are delivered to your inbox, please add us to your Contacts list.",16,86
52,No,0,"To ensure that you continue receiving our emails, please add us to your address book or safe list.","To ensure that you continue receiving our emails, please add us to your address book or safe list.",18,98
53,No,0,"To ensure that you continue to receive our emails, please add $EMAIL to your address book.","To ensure that you continue to receive our emails, please add GSNnews@email.gsn.com to your address book.",16,90
54,No,0,"To ensure that you keep getting all your email, please add $EMAIL","To ensure that you keep getting all your email, please add gamefly@emails.gamefly.com",12,65
56,No,0,"To ensure your emails come to your inbox, please add mailto:$EMAIL","To ensure your emails come to your inbox, please add mailto:events@communications.onekingslane.com",11,66
57,No,0,"To help you get to know us better we'd like to tell you more about membership, our partnership with parents like you, and the value we place on making a difference in the world.","To help you get to know us better we'd like to tell you more about membership, our partnership with parents like you, and the value we place on making a difference in the world.",34,177
59,No,0,Try 2 Weeks Free:,Try 2 Weeks Free:,4,17
60,No,0,"Your name, company name and address, state of incorporation, phone and fax number, as well as an e-mail address, if available, should be included (please print or type).","Your name, company name and address, state of incorporation, phone and fax number, as well as an e-mail address, if available, should be included (please print or type).",28,169
62,No,0,Does that mean that you're finally freed from that hairball?,Does that mean that you're finally freed from that hairball?,10,60
63,No,0,How many hours a night do you sleep?,How many hours a night do you sleep?,8,36
65,No,0,"If you haven't already, please don't forget to rate us!","If you haven't already, please don't forget to rate us!",10,55
66,No,0,"If you need to change or cancel your appointment, please do so at $LINK","If you need to change or cancel your appointment, please do so at $LINK",14,71
67,No,0,"If you read Lessig's piece & agree that researchers should have to disclose conflicts of interest, pls sign petition $LINK","If you read Lessig's piece &amp; agree that researchers should have to disclose conflicts of interest, pls sign petition $LINK",20,122
68,No,0,"If you swipe down, a beautifully wooden shelf will appear & a blue tag saying 'TIDY ME' which you should touch.","If you swipe down, a beautifully wooden shelf will appear & a blue tag saying 'TIDY ME' which you should touch.",21,111
69,No,0,"If you wish to not receive further communication via email from our company or would like to find out more about this sender, please update your profile preferences $LINK","If you wish to not receive further communication via email from our company or would like to find out more about this sender, please update your profile preferences $LINK",29,170
70,No,0,"If you wish to stop future mailings, please follow here $LINK","If you wish to stop future mailings, please follow here $LINK",11,61
71,No,0,"If you would like to cancel or change your Membership options, just visit My Account on Rhapsody.com.","If you would like to cancel or change your Membership options, just visit My Account on Rhapsody.com.",17,101
72,No,0,"If you'd like to disable these notifications, please visit your profile at: $LINK","If you'd like to disable these notifications, please visit your profile at: $LINK",13,81
73,No,0,"If you'd like to no longer receive these emails, please follow the instructions below.","If you'd like to no longer receive these emails, please follow the instructions below.",14,86
74,No,0,"If you'd like to receive a coupon for $3 off your next purchase of 6 lbs or more, please complete the form.","If you'd like to receive a coupon for $3 off your next purchase of 6 lbs or more, please complete the form.",22,107
75,No,0,"If you'd like to turn this off, please visit your AppShopper profile to make changes to your email","If you'd like to turn this off, please visit your AppShopper profile to make changes to your email",18,98
76,No,0,"If you'd like to view or change your account information, please visit $LINK","If you'd like to view or change your account information, please visit $LINK",13,76
77,No,0,"If you're interested but aren't one of the first 150, we will have plenty of other opportunities to invite you to join us throughout the year.","If you're interested but aren't one of the first 150, we will have plenty of other opportunities to invite you to join us throughout the year.",26,142
78,No,0,"Now let me tell you why this medallion and Archangel Michael, the most powerful of angels, can deliver the miracles, protection, guidance and love you need to change your life so you can live your dreams.","Now let me tell you why this medallion and Archangel Michael, the most powerful of angels, can deliver the miracles, protection, guidance and love you need to change your life so you can live your dreams.",36,204
79,No,0,Please answer me 0 Comments $LINK,Please answer me 0 Comments $LINK,6,33
80,No,0,"Please keep in mind that if you have more than one video, you'll need to download each one separately.","Please keep in mind that if you have more than one video, you'll need to download each one separately.",19,102
81,No,0,Please try to delete the application and install it again.,Please try to delete the application and install it again.,10,58
83,No,0,"Pronounced Jane-nee, but you can call me Chickengirl.","Pronounced Jane-nee, but you can call me Chickengirl.",8,53
84,No,0,"She put together a little something - if you can use it fine, if not, that's fine too.","She put together a little something - if you can use it fine, if not, that's fine too.",18,86
86,No,0,Tap Pet Hotel - Can you grow your small kennel into a world-class pet hotel getaway?,Tap Pet Hotel - Can you grow your small kennel into a world-class pet hotel getaway?,16,84
88,No,0,The only bad thing is they have to let us know tomorrow if they are interested.,The only bad thing is they have to let us know tomorrow if they are interested.,16,79
89,No,0,The reception for PaperKarma has been tremendous and we're trying to catch up with the traffic - we apologize for any delays!,The reception for PaperKarma has been tremendous and we're trying to catch up with the traffic - we apologize for any delays!,22,125
92,No,0,"We had some helpful discussion about assignment, but I'm not sure how much progress was made.","We had some helpful discussion about assignment, but I'm not sure how much progress was made.",16,93
93,No,0,"We have our staff meetings the 1st and 3rd Wednesday at 130. I missed the last one, so I should make it to this one.","We have our staff meetings the 1st and 3rd Wednesday at 130. I missed the last one, so I should make it to this one.",25,116
94,No,0,"We hope you enjoy Omni Sync Server, but please keep in mind that this is still in beta and things may break, the server may go down, or your data may disappear.","We hope you enjoy Omni Sync Server, but please keep in mind that this is still in beta and things may break, the server may go down, or your data may disappear.",32,160
96,No,0,"We will be in Bay City on Saturday, but I don't know if it will be overnight.","We will be in Bay City on Saturday, but I don't know if it will be overnight.",17,77
97,No,0,"We will have 9 for dinner, not counting the 6 year old who will have eaten (although he will eat a piece of bread, if offered).","We will have 9 for dinner, not counting the 6 year old who will have eaten (although he will eat a piece of bread, if offered).",26,127
101,No,0,lose everything and go to prison for 25 years or return to Belfast to spy on her own family.,lose everything and go to prison for 25 years or return to Belfast to spy on her own family.,19,92
102,No,0,"-NickyEven if you already enjoy reading your Bible, did you know that some of our most popular Bibles...can also read to you? Listening to the Bible lets you experience God's Word while you're doing other things-driving, exercising, even reading along!","—NickyEven if you already enjoy reading your Bible, did you know that some of our most popular Bibles…can also read to you? Listening to the Bible lets you experience God’s Word while you’re doing other things—driving, exercising, even reading along!",40,252
103,No,0,"- Convert To: Instantly convert emails into Appointments, Meetings, Memos or Tasks.","- Convert To: Instantly convert emails into Appointments, Meetings, Memos or Tasks.",12,83
104,No,0,"Also, Brent would be in the best position to ensure that the logistics team meets requirements for timeliness and accuracy of volumetric information so that we can achieve our target headcount reduction in gas operations of 52 by year end 2000.","Also, Brent would be in the best position to ensure that the logistics team meets requirements for timeliness and accuracy of volumetric information so that we can achieve our target headcount reduction in gas operations of 52 by year end 2000.",41,244
106,No,0,Because of that I'd like to ensure you that we will make every effort to guide you and answer all your questions about Mobile Publishing.,Because of that I'd like to ensure you that we will make every effort to guide you and answer all your questions about Mobile Publishing.,25,137
107,No,0,"Before you can use truffles, you must gently clean it from the ground with a soft brush, in order to eliminate all the ground particles.","Before you can use truffles, you must gently clean it from the ground with a soft brush, in order to eliminate all the ground particles.",25,136
108,No,0,"But what does brand building consist of, and how do you go about doing it effectively and efficiently?","But what does brand building consist of, and how do you go about doing it effectively and efficiently?",18,102
110,No,0,"Finally though, we can burst and shout it from the rooftop:","Finally though, we can burst and shout it from the rooftop:",11,59
111,No,0,Happy Birthday!! What did you get?,Happy Birthday!! What did you get?,6,34
114,No,0,"Hopefully we can find a simpler approach, but I don't see any inherent problem with something like that if it seems to make the most financial sense.","Hopefully we can find a simpler approach, but I don't see any inherent problem with something like that if it seems to make the most financial sense.",27,149
116,No,0,I have already given him a heads up on the value at stake if we can come in at the low end of the scale and early.,I have already given him a heads up on the value at stake if we can come in at the low end of the scale and early.,27,114
117,No,0,I have asked Dan Lyons to give you a call on this.,I have asked Dan Lyons to give you a call on this.,12,50
118,No,0,"I have asked my assistant Patti to help me in setting up meetings for next week and I had asked her to arrange a lunch with you and Brent, plus some time for just the two of us to get together.","I have asked my assistant Patti to help me in setting up meetings for next week and I had asked her to arrange a lunch with you and Brent, plus some time for just the two of us to get together.",41,193
119,No,0,"I was going to forward the same thing to you yesterday, but didn't want you to think I was an asshole!!","I was going to forward the same thing to you yesterday, but didn't want you to think I was an asshole!!",21,103
120,No,0,I would like to see it but I bet it takes a while to get the support.,I would like to see it but I bet it takes a while to get the support.,17,69
123,No,0,I'll get with you on Monday.,I'll get with you on Monday.,6,28
124,No,0,I'll give you the details as I confirm my situation with the Portland trip.,I'll give you the details as I confirm my situation with the Portland trip.,14,75
125,No,0,I'm going to try to make the Thursday 4:00PM appointment.,I'm going to try to make the Thursday 4:00PM appointment.,10,57
127,No,0,"If you continue to use our services after July 31, 2014, you agree to the updated terms or, if you don't agree, you can cancel your service at any time.","If you continue to use our services after July 31, 2014, you agree to the updated terms or, if you don't agree, you can cancel your service at any time.",30,152
129,No,0,"If you don't see the Highlights view yet, you can expect to see it very soon as we roll out the feature to everyone.","If you don't see the Highlights view yet, you can expect to see it very soon as we roll out the feature to everyone.",24,116
133,No,0,If you would like to change your e-mail address then log on to Pogo.com and update your account information.,If you would like to change your e-mail address then log on to Pogo.com and update your account information.,19,108
135,No,0,"Later, if you do decide to try again, work closely with your health care provider to lower the risks.","Later, if you do decide to try again, work closely with your health care provider to lower the risks.",19,101
136,No,0,My WORD as a Christian man is to utilize the 5.8 million dollars that you will donate to me towards the church and if you allow me I have another church in mind that I will like to donate to.,My WORD as a Christian man is to utilize the 5.8 million dollars that you will donate to me towards the church and if you allow me I have another church in mind that I will like to donate to.,40,191
137,No,0,Normally we would like to come in for an introduction meeting ( 1 1/2 hours) to get the basic concepts covered and then talk about what our e-Risk Practice does.,Normally we would like to come in for an introduction meeting ( 1 1/2 hours) to get the basic concepts covered and then talk about what our e-Risk Practice does.,30,161
139,No,0,"On December 7th, we would like to remember and honor the brave men and women who lost their lives in the attack at Pearl = Harbor.","On December 7th, we would like to remember and honor the brave men and women who lost their lives in the attack at Pearl = Harbor.",26,130
140,No,0,"SInce there are at least 2 sbeck's here, have you thought about adopting use of your long name address rather than the shorter version to help in further differentiating between us?","SInce there are at least 2 sbeck's here, have you thought about adopting use of your long name address rather than the shorter version to help in further differentiating between us?",31,181
145,No,0,Tana will attend.,Tana will attend.,3,17
146,No,0,"The Latest Gadgets, Buy Now or Wait?","The Latest Gadgets, Buy Now or Wait?",7,36
147,No,0,"The sense of urgency for getting this in ""the mix"" is not as high as it was yesterday, though we'll still need to introduce it at some point very soon.","The sense of urgency for getting this in ""the mix"" is not as high as it was yesterday, though we'll still need to introduce it at some point very soon.",30,151
148,No,0,"The sense of urgency for getting this in the mix is not as high as it was yesterday, though we'll still need to introduce it at some point very soon.","The sense of urgency for getting this in the mix is not as high as it was yesterday, though we'll still need to introduce it at some point very soon.",30,149
149,No,0,These funds can be deposited directly into your account withno financial or employment verification by tomorrow.,These funds can be deposited directly into your account withno financial or employment verification by tomorrow.,16,112
151,No,0,Timeless pieces you'll enjoy now and for years to come.,Timeless pieces you'll enjoy now and for years to come.,10,55
152,No,0,We can make it easy for you.,We can make it easy for you.,7,28
153,No,0,We can make this work either way.,We can make this work either way.,7,33
155,No,0,"We should cast a little broader net on this internally--Yoder, Calger, Belden, Foster, Sanders, etc.--but seems that, given the Governor's actions as of late, the likelihood of nonpayment might even be a bit higher than 25%.","We should cast a little broader net on this internally--Yoder, Calger, Belden, Foster, Sanders, etc.--but seems that, given the Governor's actions as of late, the likelihood of nonpayment might even be a bit higher than 25%.",36,224
156,No,0,We stopped by to see Kirk and Sue and I had them give Jerry a call on the phone.,We stopped by to see Kirk and Sue and I had them give Jerry a call on the phone.,19,80
157,No,0,We want to reward you for doing what you love.,We want to reward you for doing what you love.,10,46
158,No,0,We want to take this opportunity to highlight some of the key changes and what they mean for you.,We want to take this opportunity to highlight some of the key changes and what they mean for you.,19,97
160,No,0,We will update both schedules in the future for all deals originated whether value was originated or not.,We will update both schedules in the future for all deals originated whether value was originated or not.,18,105
164,No,0,What time do you get home from school.,What time do you get home from school.,8,38
165,No,0,"What, why, who are you #ProudToLove?","What, why, who are you #ProudToLove?",6,36
170,No,0,"You deserve to have a happy Sunday afternoon, and we hope this $100 Walgreens card can make that happen!","You deserve to have a happy Sunday afternoon, and we hope this $100 Walgreens card can make that happen!",19,104
172,No,0,"The CODnapper and his team of associates rescue unsuspecting fans from their “to do” lists and everyday chores and deliver them to an oasis known as Onslaught, the first downloadable content pack available for Call of Duty: Ghosts.","The CODnapper and his team of associates rescue unsuspecting fans from their &ldquo;to do&rdquo; lists and everyday chores and deliver them to an oasis known as Onslaught, the first downloadable content pack available for Call of Duty: Ghosts.",38,231
173,No,0,There's a meeting with a cast of characters to discuss the Westinhouse warranty issues.,There's a meeting with a cast of characters to discuss the Westinhouse warranty issues.,14,87
174,No,0,Let us help you find the right health insurance plan for you and your family.,Let us help you find the right health insurance plan for you and your family.,15,77
175,No,0,"However, if you want to follow Cheryl S click the link below to go to their profile to follow them back.","However, if you want to follow Cheryl S click the link below to go to their profile to follow them back.",21,104
176,No,0,If you would like to be taken off of ALL future mailings from Santander with one-click:,If you would like to be taken off of ALL future mailings from Santander with one-click:,16,87
177,No,0,U can hit me u later on if u wanna.,U can hit me u later on if u wanna.,10,35
178,No,0,YOU HAVE HELPFUL OPTIONS IF YOU'D LIKE TO POSTPONE YOUR STUDENT LOAN PAYMENTS FOR 12 MONTHS.,YOU HAVE HELPFUL OPTIONS IF YOU'D LIKE TO POSTPONE YOUR STUDENT LOAN PAYMENTS FOR 12 MONTHS.,16,92
179,No,0,The Lord told me that my 300 CLOSEST FRIENDS and PARTNERS WHO RESPOND FIRST are going to experience this UNIQUE 365-DAY MIRACLE.,The Lord told me that my 300 CLOSEST FRIENDS and PARTNERS WHO RESPOND FIRST are going to experience this UNIQUE 365-DAY MIRACLE.,22,128
180,No,0,"• Whether you're on your desktop, your mobile device, or your tablet, Unroll.me is there for you with our new responsive design.","• Whether you’re on your desktop, your mobile device, or your tablet, Unroll.me is there for you with our new responsive design.",22,128
181,No,0,The Sender and Subject tabs let you quickly act on batches of related email.,The Sender and Subject tabs let you quickly act on batches of related email.,14,76
182,No,0,If you would like to download the SpotCha!,If you would like to download the SpotCha!,8,42
184,No,0,You not emailing me.,You not emailing me.,4,20
185,No,0,How much will your donation cost me?,How much will your donation cost me?,7,36
190,No,0,Sean paid me for his and Molly's dinner and Eldon and Nancy will pay me for theirs.,Sean paid me for his and Molly's dinner and Eldon and Nancy will pay me for theirs.,17,83
192,No,0,You can go through the prompts if you would like to take this bonus.,You can go through the prompts if you would like to take this bonus.,14,68
194,No,0,I'll forward you a note from Sue to Rosie (and me) that you weren't on.,I'll forward you a note from Sue to Rosie (and me) that you weren't on.,15,71
195,No,0,Read me: Four social-media sites for bookworms,Read me: Four social-media sites for bookworms,7,46
196,No,0,"The sort of pick-me-up every sofa, bed, and chaise needs right around now.","The sort of pick-me-up every sofa, bed, and chaise needs right around now.",13,74
198,No,0,"If you would like to opt in, click the link below.","If you would like to opt in, click the link below.",11,50
203,No,0,And if you try to tell me coffee isn't healthy I WILL call you a fucking communist.,And if you try to tell me coffee isn't healthy I WILL call you a fucking communist.,17,83
207,No,0,"Will she buy me some toys - a motorcycle, let me get my flying licenses, and a cheaper 4 wheel drive vehicle?","Will she buy me some toys - a motorcycle, let me get my flying licenses, and a cheaper 4 wheel drive vehicle?",22,109
208,No,0,"Call Me Maybe: Military Version ericraum | July 4, 2012 $LINK","Call Me Maybe: Military Version ericraum | July 4, 2012 $LINK",11,61
209,No,0,Dr. Tomorrow.......my names for a girl.....can you help me....... 45 Votes $LINK,Dr. Tomorrow.......my names for a girl.....can you help me....... 45 Votes $LINK,12,80
210,No,0,Hey call me brothers!😇✈🍟🍗🍖,Hey call me brothers!😇✈🍟🍗🍖,4,26
211,No,0,"If you enjoy our apps and want to help us to continue to improve our products, please leave us a good review on the App Store.\n\nEnjoy and happy collecting!\n\nEthan C. Allen\nSort It Apps, LLC - Founder\n\nIf you don't want to hear from me anymore, just go here: $LINK","If you enjoy our apps and want to help us to continue to improve our products, please leave us a good review on the App Store.\n\nEnjoy and happy collecting!\n\nEthan C. Allen\nSort It Apps, LLC - Founder\n\nIf you don't want to hear from me anymore, just go here: $LINK",48,270
213,No,0,This might be one of those let me get Alan to help me for a free lunch things.,This might be one of those let me get Alan to help me for a free lunch things.,18,78
214,No,0,call me crazy 4 Comments $LINK,call me crazy 4 Comments $LINK,6,30
215,No,0,please follow me.,please follow me.,3,17
217,No,0,"3. We are just getting ramped up, so please bear with us.","3. We are just getting ramped up, so please bear with us.",12,57
218,No,0,@LILBTHEBASEDGOD PLEASE TELL ME WHY LIL B SOOOOOO RAW!?,@LILBTHEBASEDGOD PLEASE TELL ME WHY LIL B SOOOOOO RAW!?,9,55
220,No,0,Am I going to get an eye infection if I continue to wear your sunglasses around town?,Am I going to get an eye infection if I continue to wear your sunglasses around town?,17,85
221,No,0,"As well, to reduce the conflict between the trading and origination organizations in order to keep us spending more time in the market than focused on internal issues.","As well, to reduce the conflict between the trading and origination organizations in order to keep us spending more time in the market than focused on internal issues.",28,167
222,No,0,Attached please find the modified Transaction Agreement which has been revised to reflect the matters you discussed earlier today.,Attached please find the modified Transaction Agreement which has been revised to reflect the matters you discussed earlier today.,19,130
223,No,0,"Best place to stay--given where you need to be---but sometimes a bit difficult to get in to, is the Park Hyatt.","Best place to stay--given where you need to be---but sometimes a bit difficult to get in to, is the Park Hyatt.",21,111
224,No,0,Both test came back abnormal and I am seeing a specialist this week to determine if I need to have a biopsy or not.,Both test came back abnormal and I am seeing a specialist this week to determine if I need to have a biopsy or not.,24,115
225,No,0,But I would like to go out on what u might say a date when I get back.,But I would like to go out on what u might say a date when I get back.,18,70
227,No,0,"Calif GOP Lawmakers Ask PUC President To Resign Updated: Tuesday, March 20, 2001 02:14 PM?ET ?","Calif GOP Lawmakers Ask PUC President To Resign Updated: Tuesday, March 20, 2001 02:14 PM?ET ?",16,94
228,No,0,Conference room set up for company annual meetings,Conference room set up for company annual meetings,8,50
229,No,0,Do you want to help people?,Do you want to help people?,6,27
231,No,0,Does 1PM west coast time work for folks to have a brief kick-off discussion of how we might assess the costs of a California for Californians energy policy?,Does 1PM west coast time work for folks to have a brief kick-off discussion of how we might assess the costs of a California for Californians energy policy?,28,156
232,No,0,Give 21st Century Auto Insurance a call at $NUM - we'll try to lower your quote even more by seeing if you qualify for additional discounts.,Give 21st Century Auto Insurance a call at 800-493-9489 - we'll try to lower your quote even more by seeing if you qualify for additional discounts.,26,140
233,No,0,Go get 'em Tiger.,Go get 'em Tiger.,4,17
234,No,0,"Hannah, certain events in our lives should give us reason to pause; on these moments, consider the protection you could get through life insurance.","Hannah, certain events in our lives should give us reason to pause; on these moments, consider the protection you could get through life insurance.",24,147
235,No,0,He didn't get it and we need to get that fixed asap.,He didn't get it and we need to get that fixed asap.,12,52
236,No,0,How do you make those ham and tortillia thingys?,How do you make those ham and tortillia thingys?,9,48
237,No,0,How would you spend this 100 dollars once it's in your hands?,How would you spend this 100 dollars once it's in your hands?,12,61
238,No,0,I am going to get fucked on broker gifts this X-mas.,I am going to get fucked on broker gifts this X-mas.,11,52
239,No,0,I am going to get much closer to the model this time than last because of the turnover due to Robert and Joana moving on.,I am going to get much closer to the model this time than last because of the turnover due to Robert and Joana moving on.,25,121
240,No,0,I am writing to each of you because I need you to be in prayer with me this week.,I am writing to each of you because I need you to be in prayer with me this week.,19,81
242,No,0,"I haven't played softball in a long time, and this is a good way for me to get to know the people that i work with.","I haven't played softball in a long time, and this is a good way for me to get to know the people that i work with.",26,115
243,No,0,"I hope you can help, we look forward to arranging your live training, and receiving any great photos you want to send.","I hope you can help, we look forward to arranging your live training, and receiving any great photos you want to send.",22,118
244,No,0,I just want to make sure that Rosie doesn't get all crossed up with many of us sending her stuff.,I just want to make sure that Rosie doesn't get all crossed up with many of us sending her stuff.,20,97
245,No,0,I must reiterate to ALL Members that i certainly don't like to hear this even from One single member therefore i have decided to hold a Live Training Event.,I must reiterate to ALL Members that i certainly don't like to hear this even from One single member therefore i have decided to hold a Live Training Event.,29,156
247,No,0,I want to get Lee into this also.,I want to get Lee into this also.,8,33
248,No,0,I want to get a feel for what we have done and set some goals as to what needs to be done.,I want to get a feel for what we have done and set some goals as to what needs to be done.,22,90
249,No,0,I want to make sure I'm doing everything I can to help you.,I want to make sure I'm doing everything I can to help you.,13,59
251,No,0,I was wondering why I wasn't getting any mail.,I was wondering why I wasn't getting any mail.,9,46
253,No,0,I would like to get that from VNG.,I would like to get that from VNG.,8,34
254,No,0,"I'd like to get as diverse a group of co-sponsors as possible, and as many as possible.","I'd like to get as diverse a group of co-sponsors as possible, and as many as possible.",17,87
256,No,0,I'll call them tomorrow.,I'll call them tomorrow.,4,24
257,No,0,I'm available at 8 am (do while you're driving?) and will make my schedule flexible in the afternoon.,I'm available at 8 am (do while you're driving?) and will make my schedule flexible in the afternoon.,18,101
258,No,0,"I'm reading this story, I think you would like it!","I'm reading this story, I think you would like it!",10,50
261,No,0,"If the enclosed meets with your approval, please have the agreement executed and return a copy to me via fax no.","If the enclosed meets with your approval, please have the agreement executed and return a copy to me via fax no.",21,112
262,No,0,If you can add this feature I promise to give this app a 5.,If you can add this feature I promise to give this app a 5.,14,59
264,No,0,"If you create them all on page 4, all will point to page 4. Try to go to page 2, create one and then go to page 10 create one.","If you create them all on page 4, all will point to page 4. Try to go to page 2, create one and then go to page 10 create one.",30,126
265,No,0,"If you do encounter ""work"" via email or are faced with any ""work"" at all, then to purge the virus, send an email to your boss with the words ""I've had enough of your crap... I'm off to the bar.""","If you do encounter ""work"" via email or are faced with any ""work"" at all, then to purge the virus, send an email to your boss with the words ""I've had enough of your crap... I'm off to the bar.""",40,194
266,No,0,"If you download any of these versions to your device, you'll be able to read it anytime, anywhere-even when you can't connect to your service provider or to the Internet.","If you download any of these versions to your device, you’ll be able to read it anytime, anywhere—even when you can’t connect to your service provider or to the Internet.",30,170
267,No,0,"If you enjoy Inkflow, please take a moment to rate it again in the App Store.","If you enjoy Inkflow, please take a moment to rate it again in the App Store.",16,77
268,No,0,"If you estimate this comment useless, please leave us a message!","If you estimate this comment useless, please leave us a message!",11,64
270,No,0,"If you ever change your mind and want to give Textfree another try, you can always get a new number.","If you ever change your mind and want to give Textfree another try, you can always get a new number.",20,100
272,No,0,If you find our email in your spam folder please press the 'not spam' button.,If you find our email in your spam folder please press the 'not spam' button.,15,77
274,No,0,"If you need assistance, write to $EMAIL","If you need assistance, write to help@coinkeeper.me",7,39
275,No,0,"If you smoke, use alcohol or take illegal drugs, so does your unborn baby.","If you smoke, use alcohol or take illegal drugs, so does your unborn baby.",14,74
277,No,0,"If you use Textfree to text and call people who are NOT using Textfree or Pinger, you might want to keep your Textfree number (276) $NUM active.","If you use Textfree to text and call people who are NOT using Textfree or Pinger, you might want to keep your Textfree number (276) 690-7548 active.",27,144
278,No,0,"If you use Textfree to text and call people who are NOT using Textfree or Pinger, you might want to keep your Textfree number (832) $NUM active.","If you use Textfree to text and call people who are NOT using Textfree or Pinger, you might want to keep your Textfree number (832) 301-8746 active.",27,144
280,No,0,If you want to learn more about our products visit mobile.intersog.com.,If you want to learn more about our products visit mobile.intersog.com.,11,71
281,No,0,"If you want to make adjustments, just launch the M.dot app to edit your site.","If you want to make adjustments, just launch the M.dot app to edit your site.",15,77
282,No,0,If you want to make more than you know what to do with...,If you want to make more than you know what to do with…,13,57
283,No,0,"If you want to resend your commands, send them to $EMAIL","If you want to resend your commands, send them to lyris@aallnet.org",11,56
